Unnamed: 0,Timestamp,Student Id,Paid Course? (Y/N),Course Fee Email,Date Sent,Payment Receipt Sent,How And Where Did You Hear About This Course ,Country,City,Gender,Age,Are You Currently Attending University   College ,Latest Degree Completed Or In Progress ,University Attended,Discipline Of Degree ,Have You Taken Any Foundational Course In Data Science   Econometrics   Statistics   Computer Science ,What Programming Language S  Are You Most Comfortable In  R  Python  Java  Js  Etc    If None Please Type  None   ,Prior Work Experience In Data Science Or Machine Learning,Primary Reason For Taking This Course ,Do You Understand That This Is A Paid Course,Prior Formal Education In R,Prior Formal Education In Python,Prior Work Experience In R ,Prior Work Experience In Python ,Personal Education/Knowledge In R,Personal Education/Knowledge In Python,Linkedin?,Do You Have Any Feedback  Thoughts  Or Comments You Would Like To Share ,Date,Time,Qr_Uni_Col,Uni_Col,Payment
111,2022-08-23 00:32:00,111,Yes,Sent,8/26/2022,not yet,Whatsapp group,Pakistan,Karachi,Male,23,No,Bachelors,Iqra University,Software Engineering,Data Science,"Python, Java",Beginner (0 Years),Want to learn more about Data Science and persuemy carrier in data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 00:32:31,Iqra University,IQRA,0
112,2022-08-23 00:34:00,112,Yes,Sent,8/26/2022,not yet,Whatsapp group,Pakistan,Karachi,Female,22,Yes,Bachelors,Sir Syed university of engineering and technology,Software engineering,Statisitics,"Java, python, c",Beginner (0 Years),To gain more knowledge and broaden my horizon.,Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),None,None,2022-08-23 00:00:00,2022-10-21 00:34:51,Sir Syed university of engineering and technology,SYED,0
113,2022-08-23 01:21:00,113,No,Sent,8/27/2022,not yet,Social media,Pakistan,Karachi,Male,23,Yes,Bachelors,Sir Syed university of engineering and technology,BS in software engineering,Statisitics,"Java,python",Learner (1 Year or Less),I am willing to develop advance application,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 01:21:57,Sir Syed university of engineering and technology,SYED,0
114,2022-08-23 01:39:00,114,No,Sent,8/27/2022,not yet,Facebook group of IBA,Pakistan,Karachi,Male,25,Yes,Masters,IBA,MBA,None of them,None,Beginner (0 Years),Want to learn about it.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-23 00:00:00,2022-10-21 01:39:25,IBA,IBA,0
115,2022-08-23 02:20:00,115,No,Sent,8/27/2022,not yet,University job guiding group,Pakistan,Karachi,Female,22,Yes,Bachelors,Sir Syed university of engineering and technology,Bachelors in Computer engineering,All of them,"Python, Java, JS, HTML, CSS",Beginner (0 Years),I just want to learn data science in a flow.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,Currently nothing,2022-08-23 00:00:00,2022-10-21 02:20:42,Sir Syed university of engineering and technology,SYED,0
116,2022-08-23 02:40:00,116,No,Sent,8/27/2022,not yet,SSUET Internship Group,Pakistan,Karachi,Female,21,Yes,Bachelors,SSUET,Software engineering,None of them,"HTML 5, Java, python",Beginner (0 Years),To learn and grow more in AI industry.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),TRUE,I want this internship!,2022-08-23 00:00:00,2022-10-21 02:40:29,SSUET,SSUET,0
117,2022-08-23 03:08:00,117,No,Sent,8/27/2022,not yet,WhatsApp Group,Pakistan,Karachi,Male,22,Yes,Bachelors,Iqra University karachi,BBA-H,Statisitics,Python,Beginner (0 Years),To learn Data Science,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,No,2022-08-23 00:00:00,2022-10-21 03:08:01,Iqra University karachi,IQRA,0
118,2022-08-23 03:54:00,118,No,Sent,8/27/2022,not yet,From University Fellows,Pakistan,Karachi,Male,21,Yes,H.S.C,NED University,Computer Information Systems Engineering,Data Science,Python,Learner (1 Year or Less),Experience,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None,-,2022-08-23 00:00:00,2022-10-21 03:54:15,NED University,NED,0
119,2022-08-23 03:57:00,119,No,Sent,8/27/2022,not yet,Friend,Pakistan,Karachi,Male,22,Yes,Bachelors,Iqra University,Bachelors in Computer Science,Computer Science,"JavaScript, Python",Beginner (0 Years),Interested in this field,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,No,2022-08-23 00:00:00,2022-10-21 03:57:58,Iqra University,IQRA,0
120,2022-08-23 04:09:00,120,Yes,Sent,8/26/2022,not yet,Online through WhatsApp group,Pakistan,Karachi,Female,22,No,Bachelors,Sir Syed University of Engineering and Technology,Bachelor's in Bioinformatics,All of them,Python and linux,Learner (1 Year or Less),Because I have completed my bachelor's in Bioinformatics which is about data science and machine learning,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Advanced (4+),Beginner (0 Years),Learner (1 Year or Less),TRUE,I am interested in this training,2022-08-23 00:00:00,2022-10-21 04:09:08,Sir Syed University of Engineering and Technology,SYED,0
121,2022-08-23 04:12:00,121,No,Sent,8/27/2022,not yet,Teacher,Pakistan,Karachi,Female,26,No,Bachelors,Iqra university,BsCs,Computer Science,Java,Beginner (0 Years),Interested,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,Excited,2022-08-23 00:00:00,2022-10-21 04:12:44,Iqra university,IQRA,0
122,2022-08-23 04:29:00,122,No,Sent,8/27/2022,not yet,By friend,Pakistan,Karachi,Male,25,No,H.S.C,Aptech Institute,Diploma in Software Engineering,Computer Science,None,Beginner (0 Years),To start a career in machine learning,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,No,2022-08-23 00:00:00,2022-10-21 04:29:21,Aptech Institute,Aptech Institute,0
123,2022-08-31 06:35:00,123,none,Sent,8/31/2022,not yet,Colleague,Pakistan,Karachi,Male,25,Yes,Bachelors,IBA Karachi,Economics and mathematics,Econometrics,None,Beginner (0 Years),Enter the field of data science,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-31 00:00:00,2022-10-21 06:35:04,IBA Karachi,IBA,1
124,2022-08-23 05:33:00,124,Yes,Sent,8/24/2022,not yet,Social media,Pakistan,Karachi,Female,24,Yes,Masters,NED university of engineering and technology,MS DATA SCIENCE,Data Science,Python,Beginner (0 Years),To learn  and get skills and experience,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,..,2022-08-23 00:00:00,2022-10-21 05:33:08,NED university of engineering and technology,NED,0
125,2022-08-23 05:48:00,125,No,Sent,8/27/2022,not yet,University,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration,Computer Science,Computer Science,Java,Beginner (0 Years),I am interested in data sciences,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 05:48:12,Institute of Business Administration,IBA,0
126,2022-08-23 06:15:00,126,No,Sent,8/27/2022,not yet,Friends,Pakistan,Karachi,Male,21,Yes,Bachelors,Sir Syed University of Engineering and Technology,Computer Engineering,All of them,Python,Beginner (0 Years),To enhance old and develop new skills and to Practice it professionally,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,I see this course as a good opportunity for beginners,2022-08-23 00:00:00,2022-10-21 06:15:16,Sir Syed University of Engineering and Technology,SYED,0
127,2022-08-23 07:03:00,127,Yes,Sent,8/24/2022,not yet,IBA and LUMS Facebook page,Pakistan,Karachi,Male,21,Yes,H.S.C,IBA,BBA,Data Science,None,Learner (1 Year or Less),I aspire to become a data analyst and possibly a data scientist though that seems a stretch being a BBA student,Yes,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),TRUE,None,2022-08-23 00:00:00,2022-10-21 07:03:52,IBA,IBA,0
128,2022-08-23 07:11:00,128,No,Sent,8/27/2022,not yet,Linkedin,Pakistan,Karachi,Male,22,Yes,Bachelors,NED-UET Karachi,Software engineering,Statisitics,JS,Beginner (0 Years),Learning and exploring Data Science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 07:11:03,NED-UET Karachi,NED,0
129,2022-08-23 07:35:00,129,No,Sent,8/27/2022,not yet,Friend,Pakistan,Karachi,Male,25,No,Bachelors,Karachi University,MCS master in computer science 16 years education,Computer Science,JavaScript,Beginner (0 Years),Want to take a new road map for learning different categories,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 07:35:16,Karachi University,KU,0
130,2022-08-23 12:06:00,130,No,Sent,8/27/2022,not yet,From my teacher,Pakistan,Karachi,Female,24,No,Bachelors,Iqra University,Software engineering,Statisitics,None,Beginner (0 Years),To learn new skills.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 12:06:54,Iqra University,IQRA,0
131,2022-08-23 13:14:00,131,No,Sent,8/27/2022,not yet,My friend send me this advertise,Pakistan,Karachi,Male,24,Yes,Bachelors,University of karachi,M.sc In GIS,Data Science,Python,Beginner (0 Years),For job,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,It's interesting,2022-08-23 00:00:00,2022-10-21 13:14:25,University of karachi,KU,0
132,2022-08-23 14:12:00,132,No,Sent,8/27/2022,not yet,My friend sent me the details of this course on WhatsApp.,Pakistan,Karachi,Male,20,Yes,Bachelors,"Institute of Business Administration, Karachi",Computer Science,All of them,"Python, SQL, Java",Beginner (0 Years),"I want to become a machine learning engineer in the future. I hope this course will be a great facilitator for me to achieve my career goal. Furthermore, I hope to land an internship opportunity at Cube Statistical after this course.",No,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 14:12:59,"Institute of Business Administration, Karachi",IBA,0
133,2022-08-23 16:47:00,133,No,Sent,8/27/2022,not yet,Friend,Pakistan,Karachi,Male,22,No,Bachelors,Sir Syed University Engineering Technology,BSIT,Computer Science,None,Learner (1 Year or Less),To establish my skills,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 16:47:49,Sir Syed University Engineering Technology,SYED,0
134,2022-08-23 17:33:00,134,Yes,sent,8/24/2022,not yet,Facebook group: People of IBA and LUMS,Pakistan,Karachi,Female,21,Yes,Bachelors,Institute of Business Administration,BS Economics and Math,Data Science,Python,Learner (1 Year or Less),I have recently discovered my interest in the data science and I would like to build my skillset using these softwares that are crucial in the world of big data.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-23 00:00:00,2022-10-21 17:33:11,Institute of Business Administration,IBA,0
135,2022-08-24 16:20:00,135,Yes,Sent,8/26/2022,Yes,Flyer,Canada,Oakville,Female,36,No,Masters,"University of Leeds , united Kingdom",MA Human Resource Management,None of them,None,Beginner (0 Years),To learn more about Data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,Looking forward to the learning session,2022-08-24 00:00:00,2022-10-21 16:20:37,"University of Leeds , united Kingdom","University of Leeds , united Kingdom",1
136,2022-08-29 13:32:00,136,Yes,Sent,8/29/2022,Yes,From a friend,Pakistan,Islamabad,Female,21,No,Masters,Quaid-i-Azam University Islamabad,BS-STATISTICS,Statisitics,A little bit of R,Learner (1 Year or Less),I want to. Be a data analyst so I wanna begin from somewhere,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,I wanna learn more and more from this course.,2022-08-29 00:00:00,2022-10-21 13:32:24,Quaid-i-Azam University Islamabad,QU,1
137,2022-08-24 02:34:00,137,No,Sent,8/27/2022,not yet,Friends,Pakistan,Karachi,Male,22,Yes,Bachelors,Sindh Madressatul Islam University,BSCS,Computer Science,None,Beginner (0 Years),To learn,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,Students really need these type of platform where they learn about their field you're really doing great job. Thanks,2022-08-24 00:00:00,2022-10-21 02:34:07,Sindh Madressatul Islam University,SMIU,0
138,2022-08-28 09:14:00,138,no,Sent,8/28/2022,Yes,Social Facebook,Pakistan,Karachi,Male,33,Yes,Bachelors,Hamdard University,Electronics Engineering,Data Science,Python,Beginner (0 Years),Moving to my career,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,I would like to also learn R,2022-08-28 00:00:00,2022-10-21 09:14:44,Hamdard University,Hamdard University,1
139,2022-08-24 06:22:00,139,No,Sent,8/27/2022,not yet,I HEARD ABOUT FROM OUR WHATSAPP GROUP,Pakistan,Lahore,Male,22,Yes,Bachelors,PUCIT,SOFTWARE ENGINEERING,Computer Science,PYTHON,Beginner (0 Years),I WANT TO KNOW MORE ABOUT DATA SCIENCE,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-24 00:00:00,2022-10-21 06:22:45,PUCIT,PUCIT,0
140,2022-08-24 07:44:00,140,Yes,Sent,8/24/2022,not yet,Facebook Group,Pakistan,Karachi,Female,22,Yes,Bachelors,IBA,Bachelors in Economics & Mathematics,All of them,"Python, SQL",Beginner (0 Years),I had fundamental Foundations of Data Sciences and Econometrics courses and this field really sparks my interest.,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-24 00:00:00,2022-10-21 07:44:56,IBA,IBA,0
141,2022-08-25 04:23:00,141,Yes,Sent,8/26/2022,Yes,From a friend,Pakistan,Islamabad,Male,23,Yes,H.S.C,Quaid e Azam University Islamabad,BS Statistics,Statisitics,R,Learner (1 Year or Less),I want to improve my Skills and Knowledge and looking forward to working in the field of Data Science,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:23:14,Quaid e Azam University Islamabad,QU,1
142,2022-08-24 10:08:00,142,Yes,Sent,8/24/2022,not yet,Facebook,Pakistan,Karachi,Male,20,Yes,Bachelors,IBA,BSAF,Statisitics,None,Beginner (0 Years),I want to explore and learn about data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-24 00:00:00,2022-10-21 10:08:31,IBA,IBA,0
143,2022-08-20 16:05:00,143,Yes,Sent,-,Yes,Faizan,Canada,Toronto,Male,48,No,Bachelors,Ryerson,Business Technology Management,Data Science,R,Learner (1 Year or Less),Would like a new job/career,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),not stated,None,2022-08-20 00:00:00,2022-10-21 16:05:58,Ryerson,Ryerson,1
144,2022-08-24 10:51:00,144,No,Sent,8/27/2022,not yet,Social media,Pakistan,Karachi,Female,22,Yes,Bachelors,University of Karachi,Msc (Statistics),Statisitics,R,Beginner (0 Years),Learn something new.,No,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),None,None,2022-08-24 00:00:00,2022-10-21 10:51:01,University of Karachi,KU,0
145,2022-08-24 11:10:00,145,Yes,Sent,8/24/2022,not yet,My friend share this on university group,Pakistan,Karachi,Male,20,Yes,H.S.C,Ned University Of Engineering And Technology,Industrial Chemistry,None of them,None,Beginner (0 Years),To earn money,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,I think that this is a perfect opportunity for me to learn this course and then make it beneficial for me.,2022-08-24 00:00:00,2022-10-21 11:10:43,Ned University Of Engineering And Technology,NED,0
146,2022-08-24 05:58:00,146,Yes,Sent,8/24/2022,Yes,LinkedIn,Pakistan,Islamabad,Male,22,Yes,Bachelors,Quaid-e-Azam University Islamabad,Bachelor's in Statistics,All of them,R Programming Language,Learner (1 Year or Less),To enhance in the field of Software Development.,Yes,Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Learner (1 Year or Less),TRUE,Thank you :),2022-08-24 00:00:00,2022-10-21 05:58:38,Quaid-e-Azam University Islamabad,QU,1
147,2022-08-24 13:44:00,147,Yes,Sent,8/24/2022,not yet,Whatsapp,Pakistan,Karachi,Female,23,No,Bachelors,IBA,BsCS,Computer Science,JS Java & Python,Beginner (0 Years),Interested in data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),None,None,2022-08-24 00:00:00,2022-10-21 13:44:24,IBA,IBA,0
148,2022-08-24 13:54:00,148,Yes,Sent,8/24/2022,not yet,on linkedin page,United States,Denver,Male,29,No,Masters,Colorado State University Global Campus,MS Data Analytics,Data Science,"R, Python",Learner (1 Year or Less),To work as Junior data scientist,Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Intermediate (2-3 Years),TRUE,Is this a free course ?,2022-08-24 00:00:00,2022-10-21 13:54:07,Colorado State University Global Campus,Colorado State University Global Campus,0
149,2022-08-24 14:06:00,149,No,Sent,8/27/2022,not yet,Facebook,Pakistan,Karachi,Male,21,Yes,H.S.C,Institute of Business Administration (IBA),B.S Accounting and Finance,Statisitics,None,Beginner (0 Years),Want to get into the Data Science field,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,None,2022-08-24 00:00:00,2022-10-21 14:06:04,Institute of Business Administration (IBA),IBA,0
150,2022-08-24 14:10:00,150,Yes,Sent,8/24/2022,not yet,Linkedin,Pakistan,Karachi,Male,21,Yes,Bachelors,Ned University,Bachelor of Science in Computer Science,All of them,"Python, R",Learner (1 Year or Less),To get my basics strong and improve myself in this vast field.,Yes,Beginner (0 Years),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-24 00:00:00,2022-10-21 14:10:59,Ned University,NED,0
151,2022-08-24 14:12:00,151,Yes,Sent,8/24/2022,not yet,Facebook,Pakistan,Karachi,Female,21,Yes,Bachelors,"Institute of Business Administration, Karachi",Accounting and Finance,Statisitics,Python,Beginner (0 Years),Passion,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-24 00:00:00,2022-10-21 14:12:09,"Institute of Business Administration, Karachi",IBA,0
152,2022-08-24 15:55:00,152,Yes,Sent,8/24/2022,not yet,through a friend,Pakistan,Karachi,Male,18,Yes,H.S.C,IBA,BSACF,Statisitics,none,Beginner (0 Years),"To develop my knowledge in this field. Not only is this field interesting, but it can be integrated with any line of work and would help me get an edge over my peers by the time i graduate.",Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-24 00:00:00,2022-10-21 15:55:39,IBA,IBA,0
153,2022-08-25 13:07:00,153,Yes,Sent,8/26/2022,Yes,Facebook,Pakistan,Sialkot,Female,23,No,Bachelors,LUMS,Management Sciences,None of them,None,Beginner (0 Years),Transition to tech,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 13:07:33,LUMS,LUMS,1
154,2022-08-27 16:00:00,154,Yes,Sent,8/27/2022,Yes,FROM MY FRIENDS AND THROUGH SOCIAL MEDIA,Pakistan,Islamabad,Male,21,Yes,Bachelors,Quaid e Azzam university Islamabad,BS,Statisitics,R,Learner (1 Year or Less),This is helpful for building my future,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),TRUE,This we helpful for every students who is nit able to learn from abroad universities.,2022-08-27 00:00:00,2022-10-21 16:00:40,Quaid e Azzam university Islamabad,QU,1
155,2022-08-27 11:17:00,155,Yes,Sent,8/27/2022,Yes,Friends,Canada,Calgary,Female,35,No,Masters,University of Calgary,Electrical Engineering,None of them,None,Beginner (0 Years),To pursue career in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,None,2022-08-27 00:00:00,2022-10-21 11:17:33,University of Calgary,University of Calgary,1
156,2022-08-25 04:00:00,156,Yes,Sent,8/26/2022,not yet,Referred by a mentor.,Pakistan,Karachi,Male,21,Yes,H.S.C,Institute of Business Administration,Computer Science,Computer Science,Java,Beginner (0 Years),#NAME?,Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Beginner (0 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:00:08,Institute of Business Administration,IBA,0
157,2022-08-25 04:07:00,157,No,Sent,8/26/2022,not yet,From a friend,Pakistan,Karachi,Male,20,Yes,Bachelors,Institute of Business Administration Karachi,BS Computer Science,Computer Science,Java and Python,Beginner (0 Years),"I want to opt a career in Data Science, so I want to maximum utilization from the course",No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,Nope,2022-08-25 00:00:00,2022-10-21 04:07:38,Institute of Business Administration Karachi,IBA,0
158,2022-08-25 04:09:00,158,No,Sent,8/26/2022,not yet,Facebook,Pakistan,Karachi,Male,21,Yes,H.S.C,IBA,Computer Science,Computer Science,"Python, Java, Javascript",Beginner (0 Years),Job Prospects,No,Beginner (0 Years),Advanced (4+),None (0 Years),Advanced (4+),Beginner (0 Years),Advanced (4+),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:09:33,IBA,IBA,0
159,2022-08-25 04:10:00,159,No,Sent,8/26/2022,not yet,From my friend,Pakistan,Karachi,Male,22,Yes,Bachelors,IBA Karachi,BS-CS,Data Science,Python,Learner (1 Year or Less),Interested in Data science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:10:16,IBA Karachi,IBA,0
160,2022-08-25 04:14:00,160,Yes,Sent,8/26/2022,not yet,A friend of mine informed me about it.,Pakistan,Karachi,Male,19,Yes,H.S.C,IBA - Institute of Business Administration Karachi,Computer Science,Computer Science,"Java, Phyton, JS",Beginner (0 Years),"The feild of data science really intrigues me, I have been fascinated by statistics my whole life and when I heard that there was a feild where we could understand data more effectively than a normal human, I was surprised but very much interested too.",Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:14:37,IBA - Institute of Business Administration Karachi,IBA,0
161,2022-08-25 04:16:00,161,No,Sent,8/26/2022,not yet,University Senior,Pakistan,Karachi,Male,21,Yes,Bachelors,IBA,Bachelors in Computer Science,Computer Science,Python and Java,Beginner (0 Years),Good Hold in Mathematics and always felt attracted towards Artificial Intelligence courses,No,Beginner (0 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:16:38,IBA,IBA,0
162,2022-08-25 04:19:00,162,Yes,Sent,8/26/2022,not yet,Through a friend,Pakistan,Karachi,Female,20,Yes,Bachelors,Institute of Business Administration Karachi,BSCS,Statisitics,Python and java,Beginner (0 Years),I would want to pursue a career in this field,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:19:31,Institute of Business Administration Karachi,IBA,0
163,2022-08-24 02:08:00,163,Yes,Sent,8/24/2022,Yes,My friend is doing job in cube statistica and he told me about this course,Pakistan,Karachi,Male,22,Yes,Bachelors,Szabist University,Bachelors in computer science,Computer Science,Java,Beginner (0 Years),For skill development,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,I just want to say thank you for this great opportunity for those students who are studying in university and side by side in islamic school,2022-08-24 00:00:00,2022-10-21 02:08:40,Szabist University,SZABIST,1
164,2022-08-25 04:32:00,164,No,Sent,8/26/2022,not yet,from friends,Pakistan,Karachi,Female,20,Yes,Bachelors,Institute of Business Administration Karachi,CS,Computer Science,None,Beginner (0 Years),"i really wanted to study about data,but wouldn't find the platform which from beginning. I did foundation python programming course from data camp and it was a good experience. Now i wanted to explore more platforms that can teach from beginning about data.",No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,"I am a CS student but i haven't really good experience in programing, am i still eligible?",2022-08-25 00:00:00,2022-10-21 04:32:36,Institute of Business Administration Karachi,IBA,0
165,2022-08-25 04:35:00,165,No,Sent,8/26/2022,not yet,Social Media,Saudi Arabia,Jeddah,Male,37,No,Bachelors,Mehran University of Engineering and Technology,B.E (Software),Data Science,Python,Beginner (0 Years),Interest in Data Science/Machine Learning,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:35:15,Mehran University of Engineering and Technology,Mehran University of Engineering and Technology,0
166,2022-08-25 04:59:00,166,Yes,Sent,8/26/2022,not yet,Friend,Pakistan,Karachi,Male,22,Yes,Bachelors,Institute of Business Administration,BSCS,Statisitics,Java,Learner (1 Year or Less),Keen interest in data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 04:59:46,Institute of Business Administration,IBA,0
